# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "16" "-p" "-t" "exon" "-g" "gene_name" "-a" "/home/alexto22/00_reference/GRCh38.p14_DNA_primary_assembly_index/gencode.v44.primary_assembly.annotation.gtf" "-o" "./featurecounts/b1s_sorted_featurecounts.txt" "./bam_sorted/b1s_sorted.bam" 
Geneid	./bam_sorted/b1s_sorted.bam
PIGHP1	17
ENSG00000259238	1
RPS3AP6	1364
ENSG00000286495	0
ENSG00000259601	12
NMNAT1P5	0
ENSG00000289162	0
FOXB1	180
MESTP2	0
ENSG00000259223	0
ENSG00000287915	0
ANXA2	38525
RPL36AP44	6
ENSG00000242667	2
ENSG00000273721	0
ICE2	3174
RORA-AS1	7
RORA	916
ENSG00000259274	0
CYCSP38	1
ENSG00000273958	4
ENSG00000286457	6
ENSG00000287508	0
ENSG00000277413	0
RORA-AS2	0
RNA5SP397	0
ENSG00000259591	0
ENSG00000273792	0
ENSG00000259481	0
ENSG00000259575	0
ENSG00000276473	0
ENSG00000259616	0
ENSG00000259530	0
ENSG00000259675	0
ENSG00000271195	0
LINC02349	0
ENSG00000259564	0
VPS13C	7408
ENSG00000285863	1
VPS13C-DT	2
C2CD4A	52
NPM1P47	1
C2CD4B	14
ENSG00000289547	0
ENSG00000289571	0
ENSG00000259697	0
ENSG00000291297	0
ENSG00000259878	0
ENSG00000166104	0
ENSG00000291020	0
GOLGA2P11	0
ENSG00000260375	0
ENSG00000291257	0
ENSG00000291227	0
ENSG00000261296	0
ENSG00000260957	0
MIR8067	0
MIR6085	0
HMGN1P26	0
ENSG00000274340	25
TLN2	8555
MGC15885	2
ENSG00000259756	0
MIR190A	1
ENSG00000259370	128
ENSG00000259727	47
ENSG00000259394	10
TPM1	44044
TPM1-AS	49
ENSG00000259627	0
ENSG00000259672	0
LACTB	1930
RPS27L	4349
RAB8B	4655
APH1B	1849
CA12	2659
LINC02568	0
ENSG00000259268	0
ENSG00000276651	2
USP3	1361
USP3-AS1	20
FBXL22	0
HERC1	6337
ENSG00000259589	0
MIR422A	0
ENSG00000275785	0
DAPK2	173
ENSG00000259351	1
CIAO2A	2525
SNX1	7951
SNX22	31
PPIB	7839
CSNK1G1	2643
ENSG00000259316	2
ENSG00000252774	0
PCLAF	138
TRIP4	1877
ZNF609	6511
ENSG00000259682	0
GAPDHP61	60
ENSG00000243403	8
RPL21P15	0
RNU6-549P	0
OAZ2	5149
ENSG00000265967	0
ENSG00000264937	2
ENSG00000259635	3
RBPMS2	1884
MIR1272	0
PIF1	201
PLEKHO2	2879
ENSG00000249240	0
ENSG00000287494	18
ANKDD1A	170
ENSG00000275332	0
ENSG00000274383	3
SPG21	5996
MTFMT	722
ENSG00000270218	0
SLC51B	116
ENSG00000277351	3
RASL12	273
KBTBD13	2
ENSG00000278737	1
UBAP1L	149
ENSG00000259258	2
PDCD7	2076
CLPX	4476
CILP	460
ENSG00000279268	0
RNU6-686P	0
PARP16	969
SNORA24B	4
RNU5A-1	0
ENSG00000259346	2
RNU5B-1	0
IGDCC3	10682
IGDCC4	6262
DPP8	3529
ENSG00000270690	4
ENSG00000259232	0
HACD3	13952
RNU6-19P	2
INTS14	2555
SLC24A1	1145
ENSG00000275638	0
DENND4A	2599
SNORD13E	2
MIR4511	0
RAB11A	10505
ENSG00000261544	0
ENSG00000259924	20
ENSG00000289992	0
HNRNPA1P44	2
MEGF11	16
MIR4311	0
DIS3L-AS1	0
DIS3L	2188
ENSG00000260773	4
TIPIN	395
SCARNA14	0
RPL9P25	0
MAP2K1	3048
ATP5MFP6	0
RPL35AP32	6
ENSG00000261351	35
SNAPC5	881
MIR4512	0
RPL4	83535
SNORD18C	0
ENSG00000280554	0
SNORD18B	0
SNORD16	0
SNORD18A	0
ZWILCH	1391
LCTL	44
LINC01169	2
SMAD6	1242
ENSG00000274995	2
ENSG00000270490	4
ENSG00000277152	12
ENSG00000259437	0
LINC02206	0
ENSG00000259347	8
HMGN2P47	0
SMAD3	5946
ENSG00000259202	0
AAGAB	2563
RPS24P16	0
IQCH	93
IQCH-AS1	301
C15orf61	75
MAP2K5-DT	32
MAP2K5	1359
HNRNPA1P5	0
SKOR1	24
ENSG00000259410	0
SKOR1-AS1	3
RNU6-1	0
ENSG00000261702	0
ENSG00000260109	0
PIAS1	4591
ENSG00000260007	88
CALML4	6
CLN6	894
HMGN2P40	4
ENSG00000260657	0
FEM1B	7662
ITGA11	1023
ENSG00000286770	0
CORO2B	210
CARS1P1	0
ENSG00000289998	0
ANP32A	10540
MIR4312	2
SPESP1	6
ENSG00000259286	0
ENSG00000285919	0
NOX5	58
ENSG00000288068	0
ENSG00000273851	0
ENSG00000259265	0
EWSAT1	6
ENSG00000259222	0
GLCE	2717
PAQR5-DT	2
ENSG00000259504	0
PAQR5	321
ENSG00000259645	4
KIF23-AS1	16
KIF23	1664
ENSG00000259191	2
RPLP1	29648
LINC02896	0
DRAIC	26
ENSG00000259457	0
ENSG00000289525	0
GEMIN8P1	0
ENSG00000259309	0
TLE3	5358
MIR629	0
RNU6-745P	0
ENSG00000259252	0
ENSG00000259503	2
LINC02205	0
ENSG00000287741	0
LINC02204	11
ENSG00000259227	0
SALRNA3	0
SALRNA2	2
UACA	4801
ENSG00000259532	0
ENSG00000274297	2
ENSG00000259624	0
ENSG00000259452	0
RPL29P30	0
LARP6	1758
ENSG00000259744	6
LRRC49	303
KRT8P9	0
THAP10	160
RPL5P3	204
THSD4	917
CT62	0
THSD4-AS1	0
HMGB1P6	624
ENSG00000260586	0
RPL17P39	746
ENSG00000278408	0
NR2E3	21
ENSG00000260037	1
MYO9A	4271
RNA5SP399	0
ENSG00000261632	4
EIF5A2P1	0
RNU2-65P	0
SENP8	138
RPL21P115	0
ENSG00000260173	0
GRAMD2A	809
PKM	48171
PARP6	2186
ENSG00000273025	0
ENSG00000261460	4
CELF6	2
ENSG00000260729	41
HEXA	3165
HEXA-AS1	15
RPL12P35	2
TMEM202	0
TMEM202-AS1	51
PHB1P20	0
ENSG00000261187	4
ARIH1	7924
MIR630	0
ENSG00000260534	0
ENSG00000278313	0
ENSG00000260144	9
LINC02259	0
ENSG00000260672	2
ENSG00000259909	0
GOLGA6B	10
RN7SL853P	0
HIGD2B	0
ENSG00000261281	0
BBS4	1390
ADPGK	5041
ADPGK-AS1	22
ENSG00000285729	0
NPM1P42	0
NEO1	6734
FKBP1AP2	0
NPM1P43	0
ENSG00000259528	0
HCN4	342
ENSG00000259650	0
REC114	0
MRPS15P1	0
NPTN	9214
NPTN-IT1	66
CD276	11095
ENSG00000276807	0
INSYN1	227
INSYN1-AS1	13
ENSG00000260624	0
TBC1D21	0
LOXL1-AS1	501
LOXL1	2710
STOML1	347
PML	4256
ENSG00000287543	6
DNM1P33	0
GOLGA6A	7
RN7SL429P	0
COMMD4P2	0
ISLR2	32
ENSG00000248540	3
ENSG00000261543	0
ISLR	1802
STRA6	2816
CCDC33	89
ENSG00000280309	0
ENSG00000261384	0
ENSG00000277749	0
CYP11A1	314
PPIAP46	110
ENSG00000261821	24
ENSG00000274937	0
LINC02255	2
SEMA7A	1532
MIR6881	0
ENSG00000286696	10
UBL7	1242
UBL7-DT	135
ENSG00000260103	0
ENSG00000261775	0
ENSG00000212279	0
ARID3B	3186
CLK3	3140
ENSG00000275527	0
ENSG00000260919	2
EDC3	2270
CYP1A1	256
CYP1A2	14
CSK	3734
MIR4513	0
LMAN1L	0
ENSG00000261606	0
CPLX3	0
ULK3	1248
MIR6882	0
SCAMP2	5325
MPI	1968
FAM219B	663
COX5A	4186
RPP25	3376
SCAMP5	1364
ENSG00000261813	2
ENSG00000260483	0
PPCDC	278
ENSG00000260152	0
ENSG00000252722	0
ENSG00000288901	0
RPL36AP45	6
C15orf39	4648
ENSG00000261779	0
ENSG00000287926	0
ENSG00000260660	3
ENSG00000260104	3
NIFKP4	4
GOLGA6C	16
RN7SL489P	0
GOLGA6D	6
RN7SL327P	0
ENSG00000291229	0
DNM1P34	0
ANP32BP1	90
COMMD4	1325
ENSG00000275645	0
NEIL1	393
MIR631	0
MAN2C1	1681
ENSG00000260274	5
SIN3A	6218
RPL13P4	2
ENSG00000261714	0
ENSG00000276744	10
PTPN9	4064
ENSG00000260165	0
ENSG00000259931	2
ENSG00000260269	12
SNUPN	764
ENSG00000260235	0
ENSG00000260206	1
IMP3	701
ENSG00000275454	0
ENSG00000274515	2
SNX33	2709
CSPG4	3148
ENSG00000260892	0
ENSG00000203392	12
ODF3L1	42
DNM1P35	24
ENSG00000260288	2
PPIAP47	10
ENSG00000261043	0
MIR4313	0
ENSG00000291009	0
GOLGA6EP	0
RN7SL319P	0
DNM1P49	0
UBE2Q2	4494
RN7SL510P	0
FBXO22	2118
NRG4	44
ENSG00000260685	0
TMEM266	272
ENSG00000259422	0
ETFA	4688
TYRO3P	4
ENSG00000287503	0
ISL2	20
ENSG00000259514	0
ENSG00000270036	0
SCAPER	1752
ENSG00000261232	0
MIR3713	0
RN7SKP217	0
RCN2	4586
RN7SL278P	0
KRT8P23	0
PSTPIP1	270
TSPAN3	10217
ENSG00000259652	0
ENSG00000278991	6
ENSG00000269951	26
PEAK1	4899
ENSG00000259722	0
ENSG00000230459	0
HMG20A	2637
ENSG00000279033	0
ENSG00000259362	22
ENSG00000259420	4
LINGO1	1510
LINGO1-AS1	0
LINGO1-AS2	0
ENSG00000280359	0
ENSG00000259213	0
CSPG4P13	14
ENSG00000290664	0
ENSG00000291296	13
GOLGA6FP	0
ENSG00000261244	0
RN7SL214P	0
ENSG00000290665	0
COMMD4P1	2
ENSG00000290666	0
ENSG00000261403	0
ADAMTS7P3	212
TBC1D2B	6445
ENSG00000290667	0
ENSG00000259792	6
SH2D7	14
CIB2	1242
IDH3A	1122
ENSG00000260988	2
ACSBG1	6
DNAJA4-DT	0
DNAJA4	496
SKIC8	1387
ENSG00000272418	0
ENSG00000259562	25
ENSG00000259322	0
ENSG00000277482	0
ENSG00000279694	0
CRABP1	897
ENSG00000259413	0
IREB2	9461
ENSG00000259474	2
HYKK	97
ENSG00000279373	0
PSMA4	6230
CHRNA5	63
ENSG00000261762	29
CHRNA3	709
ENSG00000279421	0
CHRNB4	49
ENSG00000259555	0
ENSG00000290426	0
RPL18P11	0
GOLGA6GP	0
ENSG00000273512	0
ENSG00000290424	2
ENSG00000238166	0
ADAMTS7	1764
MORF4L1	22979
ENSG00000288561	0
RPL21P116	10
RNU6-415P	4
ENSG00000279235	2
CTSH	5190
RASGRF1	630
ENSG00000177699	3
ANKRD34C-AS1	0
MIR184	0
HNRNPCP3	0
ANKRD34C	0
TMED3	5500
ENSG00000287408	14
ENSG00000289561	10
MINAR1	664
TFDP1P3	0
ENSG00000259208	0
ENSG00000260674	0
ENSG00000213527	0
ENSG00000259229	0
RNU6-667P	0
ENSG00000259548	2
MTHFS	45
ENSG00000261229	0
ST20-MTHFS	0
ENSG00000279394	0
ENSG00000286813	4
ST20	18
ENSG00000288592	0
ENSG00000278600	145
ST20-AS1	280
ENSG00000288604	0
ENSG00000259770	0
BCL2A1	353
ENSG00000271364	0
ENSG00000279719	0
ENSG00000279705	0
ZFAND6	3042
FAH	2376
ENSG00000259967	1
CTXND1	72
LINC00927	3
ARNT2-DT	79
ARNT2	847
ENSG00000258010	0
ENSG00000287813	0
ENSG00000259175	0
ENSG00000270919	2
MIR5572	0
RNU6-380P	0
ABHD17C	1116
ENSG00000271983	6
ENSG00000287108	0
CEMIP	5720
MIR549A	0
ENSG00000259546	0
ENSG00000259649	0
MESD	7162
ENSG00000260619	0
MIR4514	0
ENSG00000277782	36
TLNRD1	1996
ENSG00000288625	0
CFAP161	5
ENSG00000279834	0
ANP32BP3	0
IL16	527
ENSG00000271725	0
STARD5	120
ENSG00000286488	31
TMC3-AS1	30
TMC3	28
ENSG00000273920	3
ENSG00000284709	0
ENSG00000275995	1
ENSG00000259543	0
ENSG00000259594	2
ENSG00000259692	190
ENSG00000259622	0
MEX3B	400
LINC01583	0
ENSG00000287872	0
EFL1	1868
ENSG00000289704	0
ENSG00000289703	0
RNU1-77P	0
ENSG00000285974	0
SAXO2	2
ADAMTS7P1	12
ENSG00000290944	0
GOLGA6L10	44
UBE2Q2P2	76
ENSG00000237550	3554
ENSG00000278202	0
GOLGA6L9	198
UBE2Q2P6	0
ENSG00000290946	0
CSPG4P10	8
ENSG00000290947	56
ENSG00000278603	0
ENSG00000290948	81
GOLGA2P10	0
ENSG00000290949	0
GOLGA6L17P	6
DNM1P38	0
ENSG00000284803	0
RPS17	126
ENSG00000260836	0
ENSG00000278013	0
CPEB1	124
CPEB1-AS1	0
AP3B2	289
ENSG00000259707	12
ENSG00000228141	0
ACTG1P17	0
ENSG00000279758	6
ENSG00000259442	0
ENSG00000286817	1
SNHG21	7
ENSG00000252690	4
FSD2	20
SCARNA15	0
WHAMM	1450
HOMER2	482
ENSG00000259805	0
RAMAC	533
C15orf40	770
ENSG00000288850	0
ENSG00000260608	6
BTBD1	3647
ENSG00000273747	2
ENSG00000259767	1
ENSG00000260351	4
FABP5P8	0
MIR4515	0
ENSG00000286872	8
TM6SF1	225
HDGFL3	3773
ENSG00000260579	0
ENSG00000259986	1
BNC1	3351
SH3GL3	510
ADAMTSL3	2046
RNU6-401P	0
TUBAP4	0
RNU6-1339P	0
ENSG00000274128	2
ENSG00000259609	0
EFL1P1	0
ENSG00000291062	0
DNM1P41	1
ENSG00000259694	0
ENSG00000290688	0
UBE2Q2P16	0
CSPG4P11	2
ENSG00000290689	49
GOLGA2P7	0
RN7SL331P	0
GOLGA6L4	18
UBE2Q2P8	0
ENSG00000259683	30
RN7SL417P	6
ENSG00000259570	11
ENSG00000290690	19
DNM1P51	0
CSPG4P5	0
UBE2Q2P11	0
ENSG00000259774	4
UBE2Q2P12	0
ENSG00000259551	0
ENSG00000259302	0
ENSG00000291026	65
GOLGA6L5P	36
ENSG00000291260	0
ENSG00000259244	2
UBE2Q2P1	94
LINC00933	4
ZSCAN2-AS1	10
ZSCAN2	600
ENSG00000256278	0
ENSG00000276278	0
ENSG00000291159	112
SCAND2P	0
EGLN1P1	0
WDR73	244
NMB	200
SEC11A	8741
ENSG00000259654	2
ENSG00000285667	13
ZNF592	4642
ENSG00000259415	8
ALPK3	4055
ENSG00000200991	0
SLC28A1	23
ENSG00000286505	2
RNU6-339P	4
RNU6-796P	0
ENSG00000271044	0
PDE8A	2529
ENSG00000259270	4
ENSG00000291210	14
NIFKP8	0
CSPG4P12	1
ENSG00000291211	36
ENSG00000229212	0
RN7SL428P	0
GOLGA6L3P	4
ADAMTS7P4	16
ENSG00000291212	26
ENSG00000259317	1
AKAP13	9646
MIR7706	0
RNU7-79P	0
FABP5P9	28
ENSG00000259375	0
AKAP13-AS1	3
ENSG00000259276	0
RNU6-1280P	2
ENSG00000259453	0
ENSG00000259544	0
ENSG00000259407	8
ENSG00000259762	0
LINC02883	10
KLHL25	384
MIR1276	0
ENSG00000259195	0
RNU6-231P	0
MIR548AP	0
ENSG00000259608	0
LINC01584	0
AGBL1	206
RNA5SP400	0
ENSG00000261077	0
ENSG00000200206	0
AGBL1-AS1	0
ENSG00000259734	0
ENSG00000259636	0
ENSG00000259620	0
ENSG00000259560	0
RNU6-185P	0
LINC00052	10
ENSG00000287391	0
NTRK3	730
MED28P6	0
NTRK3-AS1	0
MRPL46	104
ENSG00000173867	4
MRPS11	800
ENSG00000279945	0
DET1	32
ENSG00000259569	0
LINC01586	4
MIR1179	0
MIR7-2	0
MIR3529	0
AEN	2848
ISG20	1024
ENSG00000259676	0
ACAN	190
HAPLN3	278
MFGE8	5826
ENSG00000259350	0
KRT18P47	0
ENSG00000261549	54
ENSG00000260275	0
CARMAL	0
ENSG00000261407	2
ABHD2	5541
RNU7-195P	0
HMGB1P8	6
ENSG00000259948	0
RLBP1	2
FANCI	2515
POLG	2532
MIR6766	0
POLGARF	0
POLG-DT	8
ENSG00000279708	0
ENSG00000287717	0
MIR9-3HG	22
MIR9-3	0
ENSG00000289128	0
RHCG	45
LINC00928	0
ENSG00000261478	0
ENSG00000259713	0
TICRR	779
ENSG00000259615	0
KIF7	498
PLIN1	13
PEX11A	479
RPL36AP43	10
WDR93	15
ENSG00000259561	9
RNU6-132P	0
MESP1	12
MRPL15P1	0
MESP2	18
ANPEP	8917
AP3S2	1261
ARPIN-AP3S2	0
MIR5094	1
ENSG00000259677	18
MIR5009	0
RNU6-1111P	0
ARPIN	1814
RNU7-111P	0
ENSG00000259273	0
ENSG00000280377	0
ZNF710	1712
MIR3174	0
ENSG00000273691	4
ZNF710-AS1	386
IDH2	9053
IDH2-DT	20
SEMA4B	5799
RN7SL346P	0
RPS12P26	3
CIB1	1495
GDPGP1	91
ENSG00000284626	0
TTLL13	3
ENSG00000261147	0
NGRN	1067
ENSG00000275674	2
PERPP2	42
ENSG00000270322	0
ENSG00000275345	0
ENSG00000271396	5
GOLGA2P8	0
RN7SL736P	0
GABARAPL3	42
ZNF774	364
NDUFA3P4	0
IQGAP1	31260
ENSG00000259177	0
CRTC3	2785
ENSG00000259212	6
ENSG00000259314	7
CRTC3-AS1	6
ENSG00000285560	8
HSPE1P3	20
ENSG00000278370	0
LINC01585	6
BLM	929
ENSG00000287061	2
ENSG00000259704	27
RN7SL363P	2
FURIN	13452
FES	1495
MAN2A2	2317
ENSG00000259661	0
HDDC3	100
UNC45A	3176
RCCD1-AS1	4
RCCD1	609
PRC1	24
ENSG00000284946	59
PRC1-AS1	2
VPS33B	91
VPS33B-DT	12
ENSG00000278514	0
ENSG00000258542	0
ENSG00000275929	2
ENSG00000258665	0
ENSG00000285661	2
SV2B	102
ENSG00000285883	0
ENSG00000289066	0
CRAT37	0
ENSG00000258954	0
ENSG00000258765	0
ENSG00000258540	0
THRAP3P2	0
SLCO3A1	545
ENSG00000260661	0
ENSG00000258761	0
DUXAP6	0
NPM1P5	0
ST8SIA2	76
ENSG00000239197	0
ENO1P2	0
ENSG00000259170	0
C15orf32	0
LINC00930	0
ENSG00000258676	0
ENSG00000260337	7
ENSG00000271763	0
FAM174B	1049
ENSG00000259064	2
ENSG00000275965	0
ENSG00000272298	0
HMGN1P38	40
H2AZ2P1	13
RPL31P6	0
ENSG00000258562	0
ENSG00000260361	2
ASB9P1	2
ENSG00000258922	2
ENSG00000274215	0
CHASERR	1914
ENSG00000289200	6
ENSG00000288872	3
CHD2	11704
MIR3175	0
ENSG00000289017	8
RGMA	150
YBX2P2	0
ENSG00000288991	0
ENSG00000285663	0
ENSG00000257060	11
ENSG00000258888	0
ENSG00000258971	0
ENSG00000258909	0
SEPHS1P2	4
ENSG00000258631	0
LINC01579	4
ENSG00000258627	0
LINC02207	0
ENSG00000259123	0
ENSG00000258831	0
LINC01580	0
LINC01581	0
ENSG00000258895	26
H3P40	0
MCTP2	1545
ENSG00000258632	0
ENSG00000287328	0
ENSG00000287950	6
LINC02852	0
ENSG00000259331	0
ENSG00000286917	0
ENSG00000277654	36
ENSG00000270017	0
ENSG00000289464	0
ENSG00000258433	16
ENSG00000258773	0
LETR1	1
ENSG00000280304	0
ENSG00000285700	0
LINC00924	0
ENSG00000258489	0
ENSG00000275016	4
RNU2-3P	0
ENSG00000275443	6
ENSG00000259702	3
ENSG00000273771	23
NR2F2-AS1	200
ENSG00000280048	2
ENSG00000277135	2
ENSG00000259359	0
ENSG00000278146	0
LINC02157	1
ENSG00000280291	0
NR2F2	7777
MIR1469	0
ENSG00000275322	30
ENSG00000259275	24
TUBAP12	0
ENSG00000259542	2
ENSG00000259312	0
PGAM1P12	0
ENSG00000242295	0
ENSG00000259534	8
RN7SKP254	0
ENSG00000259340	0
FAM149B1P1	6
ENSG00000291301	0
SPATA8-AS1	2
SPATA8	5
RN7SKP181	0
LINC02253	183
ENSG00000259403	0
LINC02254	10
RN7SL677P	0
RNA5SP401	0
ENSG00000279091	0
ENSG00000259582	0
ENSG00000287267	0
ENSG00000287321	0
LINC00923	28
ENSG00000259870	0
ENSG00000287000	0
ARRDC4	10604
ENSG00000259478	0
LINC02251	4
ENSG00000259199	0
RNU6-1186P	0
LINC01582	2
ENSG00000259320	0
ENSG00000259266	0
ENSG00000259041	0
ENSG00000274312	2
LINC02351	8
FAM169BP	2
ENSG00000259507	0
IRAIN	6
IGF1R	8562
ENSG00000278022	0
MIR4714	0
ENSG00000287191	0
ENSG00000259621	0
SYNM-AS1	4
PGPEP1L	0
LUNAR1	0
SYNM	286
SYNM-AS2	4
TTC23	1554
TTC23-AS1	17
ENSG00000259921	0
LRRC28	818
HSP90B2P	212
HNRNPA1P62	2
ENSG00000259257	2
LINC02244	0
ENSG00000259760	6
ENSG00000274294	2
LINC03080	66
ENSG00000286893	0
ENSG00000279846	2
RPL7P5	0
MEF2A	5290
LYSMD4	494
ENSG00000290767	7
ENSG00000259655	0
RN7SL484P	0
DNM1P46	0
ENSG00000259363	465
ENSG00000254744	5
ADAMTS17	324
ENSG00000259219	1
RNA5SP402	0
ENSG00000259356	0
SPATA41	22
CERS3-AS1	6
CERS3	22
ENSG00000270127	73
RNU6-322P	6
PRKXP1	32
ENSG00000259540	0
LINS1	809
RNU6-181P	2
ASB7	1332
ENSG00000259381	1
ENSG00000259579	0
ENSG00000279588	0
ENSG00000259586	0
ENSG00000232386	0
GCAWKR	4
ENSG00000259604	0
ENSG00000272639	0
ALDH1A3	181
ENSG00000278456	0
ALDH1A3-AS1	54
LRRK1	1013
ENSG00000259376	4
ENSG00000259755	6
ENSG00000287892	6
ENSG00000259365	0
ENSG00000259182	14
CHSY1	12702
SELENOS	2851
SNRPA1	2164
PCSK6	1740
SNRPA1-DT	6
ENSG00000279970	78
PCSK6-AS1	0
ENSG00000274139	0
ENSG00000289271	0
ENSG00000277210	2
ENSG00000282793	0
SNRPCP18	0
ENSG00000259695	0
LINC02348	40
TM2D3	1262
RNU6-807P	3
ENSG00000289028	12
TARS3	1692
UBE2Q2P13	73
ENSG00000291225	22
DNM1P47	0
GOLGA8VP	21
RN7SL209P	0
OR4F6	0
OR4F15	0
OR4F14P	0
OR4F13P	0
OR4F28P	0
WBP1LP5	0
ENSG00000259646	0
OR4F4	0
ENSG00000290822	0
OR4G2P	0
OR4G6P	0
FAM138E	0
ENSG00000259553	0
MIR1302-10	0
ENSG00000290823	54
WASH3P	0
MIR6859-3	1
DDX11L16	2
DDX11L9	0
DDX11L10	0
WASH4P	33
MIR6859-4	1
ENSG00000260803	0
WASIR2	0
IL9RP3	0
POLR3K	377
SNRNP25	932
RHBDF1	1625
ENSG00000278995	4
MPG	683
NPRL3	2063
ENSG00000269482	0
ENSG00000228779	12
HBZ	0
HBM	0
HBZP1	0
HBAP1	0
HBA2	0
ENSG00000290038	0
HBA1	0
ENSG00000290010	0
HBQ1	0
ENSG00000268836	6
LUC7L	2247
C4orf46P1	16
FAM234A	3575
RGS11	41
ENSG00000286901	0
ARHGDIG	15
PDIA2	14
AXIN1	2037
MRPL28	1778
PGAP6	4827
ENSG00000236829	85
NME4	7277
DECR2	407
ENSG00000276984	2
RAB11FIP3	2041
ENSG00000230428	4
LINC00235	48
CAPN15	1430
MIR5587	1
MIR3176	10
ENSG00000261691	0
PRR35	0
PIGQ	800
NHLRC4	35
ENSG00000282907	0
RAB40C	799
WFIKKN1	50
METTL26	686
MCRIP2	456
ENSG00000228201	3
WDR90	410
ENSG00000262528	0
RHOT2	2475
RHBDL1	52
STUB1-DT	2
ENSG00000279441	0
STUB1	832
JMJD8	386
WDR24	487
ENSG00000261659	26
FBXL16	84
ENSG00000279255	14
ENSG00000259840	0
METRN	190
ANTKMT	215
CCDC78	64
HAGHL	211
CIAO3	639
MSLN	18
ENSG00000279136	0
MSLNL	0
MIR662	0
RPUSD1	617
CHTF18	737
GNG13	2
ENSG00000287855	14
ENSG00000275438	1
LMF1	486
ENSG00000260022	7
ENSG00000260316	4
LMF1-AS1	2
ENSG00000276931	20
CEROX1	221
SOX8	308
ENSG00000260496	0
SSTR5-AS1	2
ENSG00000261720	0
SSTR5	6
C1QTNF8	0
ENSG00000260702	0
ENSG00000260532	0
ENSG00000273551	0
CACNA1H	810
ENSG00000260403	0
ENSG00000259910	0
ENSG00000261294	2
TPSG1	16
ENSG00000277010	0
TPSB2	42
TPSAB1	168
TPSD1	10
ENSG00000260182	1
ENSG00000290756	0
PRSS29P	0
ENSG00000261564	0
ENSG00000260991	0
TPSP2	18
ENSG00000260710	7
ENSG00000274751	0
UBE2I	4111
ENSG00000261505	1
RPS20P2	2
BAIAP3	80
TSR3	1102
GNPTG	2439
ENSG00000260425	10
UNKL	341
ENSG00000260132	0
UQCC4	204
PERCC1	4
CCDC154	67
ENSG00000279930	27
CLCN7	4850
ENSG00000261641	0
ENSG00000260051	31
ENSG00000261430	0
RPS3AP2	0
PTX4	1
TELO2	873
IFT140	1548
ENSG00000260646	0
TMEM204	139
ENSG00000280062	4
ENSG00000280231	6
ENSG00000280327	2
ENSG00000260954	0
ENSG00000260989	0
CRAMP1	817
ENSG00000226890	0
ENSG00000261732	7
JPT2	5703
ENSG00000278987	13
MAPK8IP3	2880
ENSG00000275092	0
MAPK8IP3-AS1	0
MIR3177	0
ENSG00000261207	4
NME3	351
MRPS34	1697
EME2	489
SPSB3	4
NUBP2	1158
IGFALS	26
HAGH	1221
FAHD1	1792
MEIOB	6
ENSG00000289722	0
ENSG00000260541	6
LINC00254	0
LINC02124	0
HS3ST6	2
MSRB1	977
RPL3L	8
NDUFB10	2469
RPS2	66414
SNORA10	0
SNORA64	0
ENSG00000255513	0
SNHG9	18
SNORA78	0
RNF151	0
ENSG00000277602	2
TBL3	971
NOXO1	0
GFER	277
ENSG00000261790	20
SYNGR3	52
ENSG00000260107	0
ZNF598	1273
NPW	76
RN7SL219P	0
NHERF2	843
NTHL1	256
TSC2	3910
PKD1	2676
MIR1225	0
PKD1-AS1	12
ENSG00000261123	9
MIR6511B1	0
ENSG00000261240	0
ENSG00000260447	4
MIR4516	0
MIR3180-5	0
RAB26	27
SNHG19	57
SNORD60	0
ENSG00000281010	0
TRAF7	3853
CASKIN1	274
MLST8	1633
BRICD5	20
PGP	645
ENSG00000261532	0
E4F1	868
ENSG00000259780	0
DNASE1L2	31
ECI1	983
ECI1-AS1	24
RNPS1	7162
MIR3677HG	10
MIR3677	2
MIR940	0
MIR4717	0
ABCA3	460
ENSG00000243445	0
ABCA17P	12
CCNF	1027
ENSG00000285970	0
MIR6767	0
ENSG00000260095	10
ENSG00000260874	2
TEDC2	170
MIR6768	0
TEDC2-AS1	14
NTN3	47
TBC1D24	586
ENSG00000260293	349
ENSG00000260272	0
ATP6V0C	9
ENSG00000259784	0
ENSG00000279520	40
AMDHD2	615
CEMP1	0
MIR3178	0
PDPK1	3953
ENSG00000261613	10
ENSG00000261288	1
ENSG00000269937	25
ENSG00000261140	11
ENSG00000260436	0
ENSG00000279568	10
ENSG00000280402	13
ENSG00000279162	0
ENSG00000261093	0
ENSG00000291228	144
ENSG00000215154	0
ENSG00000290728	87
PDPK2P	0
ENSG00000279057	4
ENSG00000260176	24
ERVK13-1	685
KCTD5	2206
ENSG00000279901	20
PRSS27	119
SRRM2-AS1	102
SRRM2	40934
ELOB	3743
ENSG00000276791	34
PRSS33	108
SNORA3C	0
PRSS41	3
PRSS21	6
EIF1P4	0
ZG16B	118
PRSS30P	28
PRSS22	601
ENSG00000263325	1
ENSG00000263280	10
FLYWCH2	636
ENSG00000289222	2
FLYWCH1	1311
RPL23AP86	0
ENSG00000262482	5
KREMEN2	59
PKMYT1	289
PAQR4	175
ENSG00000274367	2
GREP1	50
ENSG00000262362	8
ENSG00000289281	8
ENSG00000272079	139
CLDN9	329
CLDN6	5739
TNFRSF12A	796
HCFC1R1	1302
THOC6	1112
BICDL2	189
ENSG00000205890	22
MMP25-AS1	262
