# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "16" "-p" "-t" "exon" "-g" "gene_name" "-a" "/home/alexto22/00_reference/GRCh38.p14_DNA_primary_assembly_index/gencode.v44.primary_assembly.annotation.gtf" "-o" "./featurecounts/b1c_sorted_featurecounts.txt" "./bam_sorted/b1c_sorted.bam" 
Geneid	./bam_sorted/b1c_sorted.bam
ENSG00000260958	0
TP53TG3GP	0
RARRES2P5	0
FGFR3P5	0
FRG2JP	0
RARRES2P6	0
AGGF1P8	0
FRG2HP	0
RARRES2P9	0
AGGF1P9	0
C2orf69P4	0
LINC01566	0
FRG2GP	0
AGGF1P4	0
FRG2IP	0
RARRES2P7	0
AGGF1P5	0
C2orf69P3	0
ENSG00000278681	0
ZNF971P	0
ENSG00000287163	0
ENSG00000290413	0
FRG2DP	0
RARRES2P10	0
AGGF1P6	0
ENSG00000261350	0
C2orf69P2	0
ENSG00000261445	0
ENSG00000287448	0
ENSG00000260857	0
TP53TG3HP	0
ENSG00000282946	0
RARRES2P8	0
AGGF1P7	0
C2orf69P1	0
C1QL1P1	0
KIF18BP1	0
ENSG00000259791	0
ENSG00000260522	0
RNA5SP406	0
RNA5SP407	0
RNA5SP408	0
RNA5SP409	0
LINC02167	0
RNA5SP410	0
RNA5SP411	0
RNA5SP412	0
RNA5SP413	0
RNA5SP414	0
RNA5SP415	0
RNA5SP416	0
RNA5SP417	0
RNA5SP418	0
RNA5SP419	0
RNA5SP420	0
RNA5SP421	0
RNA5SP422	0
RNA5SP423	0
ENSG00000260611	2
HMGN2P41	5
VN1R70P	0
ENSG00000261782	0
ENSG00000279666	0
PPP1R1AP2	0
ENSG00000290429	2
ANKRD26P1	0
RNU6-845P	0
ENSG00000261356	0
ENSG00000260251	0
SHCBP1	771
ENSG00000261512	188
RAB43P1	2
ENSG00000260909	0
VPS35	12357
ENSG00000261131	1
ENSG00000280376	4
ORC6	1042
MYLK3	378
ENSG00000260782	3
C16orf87	1218
CKBP1	0
ENSG00000261725	0
GPT2	3037
DNAJA2	4829
DNAJA2-DT	2
ENSG00000259821	0
ENSG00000259983	0
NETO2	1719
ITFG1-AS1	1
RPL23AP72	0
ITFG1	4612
ENSG00000260744	2
ENSG00000279509	6
ENSG00000260012	0
ENSG00000261369	0
PHKB	5611
RNA5SP425	0
ENSG00000262038	0
ENSG00000259866	0
EIF4BP5	4
NDUFA5P11	26
LINC02133	0
ENSG00000260497	0
LINC02192	0
LINC02134	0
ENSG00000288026	0
ENSG00000261017	0
ABCC12	12
ENSG00000261538	0
ABCC11	39
LONP2	6393
UBA52P8	2
ENSG00000280067	53
SIAH1	590
ENSG00000261802	0
ENSG00000260688	0
MOCS1P1	2
N4BP1	4988
ENSG00000261267	10
RPS2P44	0
ENSG00000260033	0
ENSG00000289119	0
ENSG00000259912	0
ENSG00000260086	72
ENSG00000260052	0
ENSG00000272545	6
KLF8P1	0
RNU6-257P	0
ENSG00000260184	0
MTND4LP25	0
ENSG00000287469	0
ENSG00000261421	0
ENSG00000261815	0
CBLN1	22
ENSG00000279249	4
ENSG00000280189	0
C16orf78	0
ENSG00000262950	0
ENSG00000263110	0
LINC02179	0
ZNF423	1462
ADAM3B	2
MRPS21P7	0
ENSG00000280131	0
MRPS21P8	0
ENSG00000275155	13
ENSG00000279842	0
ENSG00000261751	0
RPL34P29	0
NCOA5LP	0
CNEP1R1	1161
HEATR3-AS1	0
ENSG00000261835	0
ACTG1P16	0
HEATR3	1163
ENSG00000279356	2
RNY4P3	0
ENSG00000260381	0
ENSG00000287444	9
RPL10P14	0
TENT4B	1438
ADCY7	1686
MIR6771	0
BRD7	5206
ENSG00000261393	0
LINC02178	0
ENSG00000260573	16
NKD1	2853
ENSG00000260029	1
ENSG00000278909	2
ENSG00000205414	10
ENSG00000260249	11
SNX20	438
NOD2	318
ENSG00000270120	0
CYLD-AS1	12
CYLD	2485
MIR3181	2
ENSG00000260616	0
LINC02168	0
LINC02128	23
ENSG00000260042	0
RNA5SP426	0
LINC02127	0
ENSG00000260605	0
ENSG00000260620	0
ENSG00000287718	0
SOD1P2	0
SALL1	1057
ENSG00000261238	10
ENSG00000285367	6
ENSG00000280344	2
ENSG00000287256	0
ENSG00000261047	0
UNGP1	0
ENSG00000260850	0
HNRNPA1L3	1084
RN7SKP142	0
LINC01571	0
LINC02911	0
ENSG00000261470	0
ENSG00000279779	0
LINC00919	0
LINC02180	0
ENSG00000260975	0
ENSG00000260478	0
CASC22	0
ENSG00000289907	0
TOX3	292
ENSG00000279427	0
CASC16	6
ENSG00000285800	0
LINC03064	8
ENSG00000260393	0
ENSG00000261261	0
ENSG00000234337	44
PHB1P21	0
ENSG00000260258	7
MTCH2P4	0
CHD9NB	137
CHD9	8261
ENSG00000261291	0
ENSG00000280227	0
ENSG00000261056	30
ENSG00000279589	4
ENSG00000238645	0
RNA5SP427	0
ENSG00000259962	0
MPHOSPH10P1	20
ENSG00000261804	6
ENSG00000262714	0
ENSG00000279741	0
ENSG00000280027	0
RBL2	4239
RNU6-1153P	0
ENSG00000259926	2
ENSG00000279344	2
ENSG00000279722	73
AKTIP	1119
ENSG00000288801	0
ENSG00000287909	0
RPGRIP1L	996
ENSG00000275191	7
FTO	3694
ENSG00000261630	1
ENSG00000280392	0
ENSG00000260194	5
ENSG00000261049	0
ENSG00000280454	0
ENSG00000259759	0
LINC02169	0
IRX3	662
ENSG00000283689	14
ENSG00000277559	16
LINC02140	0
ENSG00000287885	0
ENSG00000286845	0
LINC02183	1
ENSG00000283258	0
CRNDE	520
ENSG00000286357	0
ENSG00000289307	2
IRX5	195
ENSG00000259711	0
ENSG00000259725	0
MTND5P34	0
ENSG00000285775	0
ENSG00000259283	0
RN7SL841P	0
ENSG00000283423	0
IRX6	42
ENSG00000263207	0
RPL31P56	0
MMP2	29062
ENSG00000274508	0
MMP2-AS1	4
ENSG00000279030	1
LPCAT2	4524
ENSG00000261997	32
CAPNS2	4
SLC6A2	58
ENSG00000278928	0
CES1P2	1
CES1P1	13
CES1	566
CES5A	0
GNAO1-DT	20
ENSG00000279523	0
ENSG00000260041	0
GNAO1	685
GNAO1-AS1	0
MIR3935	0
ENSG00000287866	2
ENSG00000260198	4
ENSG00000279764	0
ENSG00000272372	6
AMFR	5226
ENSG00000260621	0
NUDT21	1698
ENSG00000288725	0
OGFOD1	1885
BBS2	1077
MT4	0
MT3	0
MT2A	49
ENSG00000260823	0
ENSG00000291105	1
MT1L	0
MT1E	2
MT1M	0
MT1JP	0
MT1A	2
ENSG00000291095	0
MT1DP	0
MT1CP	0
ENSG00000259923	0
MT1B	0
MT1F	2
MT1G	0
MT1H	0
ENSG00000290663	0
MT1IP	0
MT1X	11
ENSG00000259827	0
DPPA2P4	0
NUP93-DT	10
NUP93	2103
MIR138-2	0
SLC12A3	54
MIR6863	0
RPS24P17	4
HERPUD1	5556
ENSG00000261270	26
ENSG00000261114	12
CETP	4
NLRC5	435
ENSG00000259922	0
ENSG00000260145	0
CPNE2-DT	0
CPNE2	2278
ENSG00000279019	15
ENSG00000279803	0
PSME3IP1	3202
ENSG00000285979	126
RSPRY1	3387
ARL2BP	89
ENSG00000276663	12
ENSG00000260038	12
PLLP	429
RPL23AP91	0
ENSG00000271456	0
CCL22	190
CX3CL1	528
CCL17	0
CIAPIN1	2050
COQ9	1221
ENSG00000260345	2
POLR2C	3133
DOK4	6002
CCDC102A	642
ADGRG5	221
HMGB3P32	2
ADGRG1	2360
ENSG00000261633	0
ADGRG3	201
ENSG00000260467	0
DRC7	18
MTCH2P3	0
ENSG00000288753	0
KATNB1	657
KIFC3	1360
ENSG00000276166	2
MIR6772	0
ENSG00000187185	20
RNU6-20P	0
CNGB1	8
TEPP	34
ZNF319	886
USB1	2192
MMP15	4244
ENSG00000261151	0
CFAP20	1365
ENSG00000260545	0
ENSG00000260927	19
CSNK2A2	4497
ENSG00000260867	0
RN7SL645P	0
CCDC113	328
PRSS54	0
GINS3	352
RNU6-269P	0
ENSG00000261078	0
RNU6-1110P	0
ENSG00000276131	0
LINC02137	0
NDRG4	410
RNU6-103P	0
ENSG00000289004	2
SETD6	369
CNOT1	14669
ENSG00000276259	0
SNORA46	0
SNORA50A	2
ENSG00000260865	0
SLC38A7	3668
ENSG00000279889	4
GOT2	4654
ENSG00000245768	2
RNU6-1155P	0
RN7SL143P	0
GEMIN8P2	0
RPL12P36	0
ENSG00000261638	0
RPS27P27	0
ENSG00000261144	0
RNU4-58P	0
DUXAP11	0
APOOP5	0
LINC02141	2
ENSG00000261278	0
ENSG00000261436	4
ENSG00000261590	0
NPAP1L	12
ENSG00000261310	6
GNPATP	0
ENSG00000261178	0
RPS27AP16	1746
ENSG00000286653	0
CDH8	581
ENSG00000260600	0
RN7SKP76	2
CDH8-AS1	6
RNU6-21P	0
ENSG00000280261	0
ENSG00000237901	0
ENSG00000231589	26
DPPA3P11	0
ENSG00000261502	7
ENSG00000269986	0
UBE2FP2	0
ENSG00000260658	0
RPS15AP34	0
ENSG00000261743	0
ENSG00000279225	12
ENSG00000259864	0
LINC02165	0
ENSG00000261653	0
ENSG00000260715	0
ENSG00000261028	0
ENSG00000260668	4
ENSG00000259846	4
PPIAP48	5
ENSG00000260068	0
CDH11	31377
ENSG00000278893	21
LINC02126	18
ENSG00000260834	420
ENSG00000260364	13
LINC00922	12
ENSG00000261818	0
ENSG00000260004	0
ENSG00000260695	0
ENSG00000261234	0
RNA5SP428	0
ENSG00000286928	0
CDH5	2547
LINC00920	22
BEAN1	136
ENSG00000260146	0
BEAN1-AS1	4
ENSG00000260851	0
TK2	764
ENSG00000260755	0
ENSG00000261519	0
CKLF	9
CKLF-CMTM1	0
ENSG00000277978	11
CMTM1	128
ENSG00000289353	500
CMTM2	12
ENSG00000260650	0
CMTM3	4590
CMTM4	5736
DYNC1LI2	7080
ENSG00000260465	0
ENSG00000287965	4
ENSG00000260558	0
DYNC1LI2-DT	38
TERB1	0
NAE1	2930
ENSG00000258122	2
CA7	5
PDP2	1466
ENSG00000288854	2
CDH16	6
RRAD	223
CIAO2B	1102
CES2	3032
ENSG00000265408	0
ENSG00000280416	0
CES3	26
CES4A	70
ENSG00000289415	0
ENSG00000280334	14
RN7SL543P	0
CBFB	3309
PHAF1	1595
B3GNT9	1110
TRADD	401
FBXL8	93
ENSG00000265690	0
HSF4	318
NOL3	673
MATCAP1	1041
EXOC3L1	91
E2F4	2481
ELMO3	467
MIR328	0
ENSG00000280163	8
FBXL9P	73
TMEM208	898
FHOD1	1086
SLC9A5	128
ENSG00000262691	30
PLEKHG4	224
KCTD19	4
RN7SKP118	0
LRRC36	32
TPPP3	46
RNU1-123P	0
ZDHHC1	286
HSD11B2	41
ENSG00000261320	0
ATP6V0D1	6691
ATP6V0D1-DT	41
AGRP	8
ENSG00000276075	9
RIPOR1	3112
ENSG00000261396	2
ENSG00000259945	0
ENSG00000260894	0
ENSG00000261386	2
ENSG00000280214	4
CTCF-DT	8
CTCF	4473
ENSG00000237718	0
CARMIL2	131
ACD	624
PARD6A	46
ENKD1	232
C16orf86	57
GFOD2	1091
RANBP10	2441
ENSG00000270165	16
ENSG00000289164	14
TSNAXIP1	106
CENPT	1011
THAP11	1163
NUTF2	4577
ENSG00000262141	0
EDC4	1967
ENSG00000263126	2
NRN1L	0
PSKH1	1888
CTRL	0
ENSG00000261884	45
PSMB10	189
LCAT	296
SLC12A4	3656
DPEP3	50
ENSG00000289991	0
DPEP2	234
DUS2	551
ENSG00000289618	0
KARS1P3	0
DPEP2NB	4
RNU6-359P	0
DDX28	510
ENSG00000261864	2
NFATC3	2066
ENSG00000212445	0
ENSG00000262514	0
ENSG00000279621	0
RPS12P27	6
ENSG00000260891	2
ENSG00000263276	16
ENSG00000262160	0
ESRP2	1380
MIR6773	0
ENSG00000261469	4
PLA2G15	1948
ENSG00000260441	3
SLC7A6	818
RNU6-1262P	0
SLC7A6OS	335
ENSG00000279649	14
PRMT7	1196
ENSG00000259797	2
RNU4-30P	0
SMPD3	171
ENSG00000279693	1
ENSG00000287760	4
ENSG00000274698	12
RPL35AP33	0
ZFP90	2240
RNU4-36P	0
ENSG00000260084	0
ENSG00000275383	2
ENSG00000252040	0
ENSG00000252640	0
CDH3	11450
CDH3-AS1	44
ENSG00000260860	0
HSPE1P5	6
CDH1	21496
RNA5SP429	0
ENSG00000260798	2
FTLP14	7
TANGO6	525
ENSG00000260999	0
ENSG00000266801	2
RNU6-898P	0
ENSG00000271129	0
RPS2P45	2
HAS3	178
CHTF8	34
DERPC	0
UTP4	2502
RNU6-22P	0
SNTB2	1720
ENSG00000265113	2
ENSG00000260914	0
VPS4A	1693
COG8	524
PDF	29
ENSG00000272617	0
ENSG00000260371	0
ENSG00000259900	0
NIP7	1462
TMED6	38
TERF2	2147
CYB5B	4291
ENSG00000261527	0
ENSG00000260108	0
NFAT5	6153
MIR1538	0
ENSG00000274093	8
ENSG00000260772	0
NQO1	1391
ENSG00000261602	0
NQO1-DT	10
NOB1	1527
ENSG00000260290	516
WWP2	2592
MIR140	0
CLEC18A	15
ENSG00000277003	0
PDXDC2P-NPIPB14P	110
NPIPB14P	0
ENSG00000290459	0
PDXDC2P	0
ENSG00000291265	7
MIR1972-2	0
ENSG00000290709	0
ENSG00000241183	0
PDPR	3484
ENSG00000247228	0
CLEC18C	4
ENSG00000261145	1
SMG1P7	250
ENSG00000291219	0
EXOSC6	2714
AARS1	10589
RN7SL279P	0
DDX19B	854
ENSG00000260537	0
DDX19A-DT	24
DDX19A	928
ENSG00000285710	0
ST3GAL2	3747
ENSG00000260111	0
RPS27P26	0
RNU6-23P	0
FCSK	574
COG4	2822
SF3B3	9978
SNORD111B	0
SNORD111	0
IL34	30
MTSS2	1504
ENSG00000279569	11
VAC14	2821
ENSG00000279412	38
ENSG00000260156	0
VAC14-AS1	19
ENSG00000279815	0
ENSG00000279122	0
ENSG00000279123	0
HYDIN	39
RNU6ATAC25P	0
ENSG00000259833	0
ENSG00000259798	0
CMTR2	1948
ENSG00000261260	0
CALB2	184
LINC02136	4
ENSG00000262120	0
TLE7	0
ENSG00000262008	0
ZNF23	29
ENSG00000261611	0
ENSG00000247324	2
ZNF19	101
ENSG00000260520	0
CHST4	37
ENSG00000260015	8
RNU6-1061P	0
TAT-AS1	0
TAT	8
ENSG00000260593	0
MARVELD3	1087
PHLPP2	1142
ENSG00000260185	0
RNU6-208P	0
SNORA70D	0
ENSG00000261513	0
ENSG00000260612	0
AP1G1	8697
SNORD71	0
ENSG00000283057	0
ATXN1L	3877
ENSG00000262140	1
IST1	9136
ENSG00000279592	0
ZNF821	280
ENSG00000261765	0
PKD1L3	24
RPL39P31	0
ENSG00000263311	0
ATP5F1AP3	18
DHODH	325
ENSG00000289937	1
TXNL4B	734
HP	321
HPR	88
ENSG00000260252	0
DHX38	3639
PMFBP1	320
ENSG00000261673	0
LINC01572	73
ENSG00000261774	0
ENSG00000260664	8
ZFHX3-AS1	288
RNU7-90P	0
KRT18P18	6
ENSG00000279206	0
ZFHX3	8083
ENSG00000259209	16
RNU7-71P	0
ENSG00000279757	2
ENSG00000280092	0
ENSG00000272330	0
ENSG00000279591	0
ENSG00000271009	26
HCCAT5	2
ENSG00000284675	9
ENSG00000261227	0
ENSG00000279120	0
LINC01568	0
ENSG00000260848	2
ENSG00000283457	0
ENSG00000259817	0
RPSAP56	52
PSMD7-DT	5
ENSG00000279420	0
ENSG00000279100	0
PPIAP49	0
ENSG00000261248	0
ENSG00000275236	4
PSMD7	2370
ENSG00000259972	140
RPL21P118	17
ENSG00000260884	46
ENSG00000290890	15
PDPR2P	1
ENSG00000261079	8
NPIPB15	76
ENSG00000276822	2
CLEC18B	11
ENSG00000261170	45
GLG1	22761
RNU6-237P	0
ENSG00000240861	0
HSPE1P7	54
RFWD3	2478
TMPOP2	4
MLKL	624
FA2H	95
ENSG00000261458	0
WDR59	2418
ZNRF1	1236
ENSG00000247033	0
LDHD	108
ENSG00000261058	6
ZFP1	943
ENSG00000213318	0
CTRB2	0
CTRB1	0
ENSG00000290455	0
ENSG00000240338	0
BCAR1	3616
ENSG00000280152	17
RNU6-758P	0
CFDP1	3199
ENSG00000259999	0
ENSG00000261783	24
ENSG00000252122	0
ENSG00000261717	0
ENSG00000274220	28
TMEM170A	2251
ENSG00000261476	6
CHST6	297
ENSG00000203472	0
ENSG00000273971	2
TMEM231P1	1
ENSG00000291051	23
CHST5	2
ENSG00000260092	0
TMEM231	396
ENSG00000259992	0
ENSG00000276408	4
GABARAPL2	2992
ENSG00000276523	20
ADAT1	1438
KARS1	7815
ENSG00000287194	0
TERF2IP	2617
CPHXL2	12
DUXB	8
RN7SL520P	0
ATP5PBP7	8
CPHXL	0
ENSG00000261313	0
RNA5SP430	0
ENSG00000260223	0
ENSG00000260983	0
RPL18P13	0
ENSG00000286841	0
CNTNAP4	171
ENSG00000287694	0
RN7SKP233	0
SNORD33	0
ENSG00000273659	0
LINC02125	3
ENSG00000259995	1
MIR4719	0
ENSG00000260797	0
ENSG00000279856	0
MON1B	2566
SYCE1L	67
ENSG00000261063	0
VN2R10P	0
ENSG00000260922	16
ADAMTS18	2326
ENSG00000260701	0
LINC02131	0
ENSG00000278862	0
NUDT7	80
ENSG00000261707	2
ENSG00000285538	0
VAT1L	822
ENSG00000278926	0
PPIAP50	0
ENSG00000261540	0
CLEC3A	10
KRT8P22	0
ENSG00000261776	0
WWOX	587
ENSG00000276007	65
ENSG00000279991	0
WWOX-AS1	2
ENSG00000287106	0
LSM3P5	0
ENSG00000260733	0
ENSG00000279887	0
ENSG00000261837	0
ENSG00000279129	0
ENSG00000288821	2
ENSG00000286894	0
RPS3P7	0
ENSG00000280115	0
ENSG00000280190	2
ENSG00000260816	2
ENSG00000279732	0
ENSG00000261537	0
ENSG00000280274	0
ENSG00000260694	0
ENSG00000260479	7
ENSG00000260511	0
ENSG00000277954	56
ENSG00000285918	18
ENSG00000261722	0
RNA5SP431	0
ENSG00000261472	20
MAF	14748
ENSG00000277214	2
ENSG00000278058	25
ENSG00000275040	0
ENSG00000279378	0
LINC01229	20
MAFTRR	4
LINC01228	0
ENSG00000260237	0
ENSG00000260706	0
DYNLRB2-AS1	6
ENSG00000261376	0
DYNLRB2	0
ENSG00000260183	0
LINC01227	0
CDYL2	714
ENSG00000260064	0
ENSG00000260594	0
ARLNC1	2
ENSG00000286221	0
CMC2	486
ENSG00000278985	10
CENPN	635
CENPN-AS1	6
ENSG00000284512	5
ENSG00000261061	0
ATMIN	4937
C16orf46	0
ENSG00000260643	23
ENSG00000261141	5
ENSG00000261838	0
ENSG00000245059	0
GCSH	59
PKD1L2	212
RNU6-1191P	3
ENSG00000286759	0
BCO1	33
ENSG00000280182	0
ENSG00000260495	4
ENSG00000289067	10
GAN	1622
MIR4720	0
CMIP	6009
ENSG00000279021	0
PPIAP51	4
ENSG00000279476	8
MIR7854	0
MIR6504	0
ENSG00000279681	0
ENSG00000279294	0
ENSG00000279841	9
ENSG00000261218	11
ENSG00000289733	0
PLCG2	113
RN7SKP176	0
ENSG00000276519	0
SDR42E1	22
HSD17B2	402
HSD17B2-AS1	20
MTCYBP28	0
MPHOSPH6	829
MPHOSPH6-DT	0
RN7SKP190	0
ENSG00000259873	0
ENSG00000261285	0
CDH13	655
MIR8058	0
ENSG00000280044	0
ENSG00000260862	0
ENSG00000286528	0
RN7SL134P	0
ENSG00000260832	0
CDH13-AS1	0
MIR3182	0
ENSG00000261103	0
ENSG00000288554	0
HSBP1	2880
CEDORA	22
ENSG00000259914	0
CDH13-AS2	10
ENSG00000288849	0
MLYCD	163
ENSG00000260932	6
OSGIN1	88
NECAB2	123
SLC38A8	0
RNA5SP432	0
ENSG00000285792	0
MBTPS1	12363
ENSG00000274677	0
MBTPS1-DT	0
ENSG00000260410	0
HSDL1	2747
DNAAF1	6
TAF1C	1073
ADAD2	16
ENSG00000250685	0
KCNG4	2
ENSG00000260858	0
RNA5SP433	0
WFDC1	556
ENSG00000260530	0
ENSG00000260504	0
ATP2C2	829
ATP2C2-AS1	15
MEAK7	2209
ENSG00000261243	2
COTL1	8186
ENSG00000261471	6
KLHL36	3698
USP10	5009
ENSG00000285848	3
CRISPLD2	19558
ENSG00000260859	4
ENSG00000279622	34
LINC02176	0
ZDHHC7	6374
ENSG00000289551	2
KIAA0513	1481
CIBAR2	2
LINC02139	10
ENSG00000275088	41
GSE1	5897
ENSG00000287787	31
COX6CP16	0
LINC00311	1
MIR5093	0
ENSG00000287946	0
ENSG00000278716	0
ENSG00000270124	4
ENSG00000260417	0
RN7SL381P	26
GINS2	910
C16orf74	88
ENSG00000275393	2
ENSG00000287125	21
MIR1910	0
ENSG00000269898	1
EMC8	1249
RNU1-103P	1
ENSG00000270184	12
ENSG00000270159	0
COX4I1	11062
ENSG00000270698	0
ENSG00000214259	0
ENSG00000286510	4
ENSG00000289932	0
ENSG00000279907	0
IRF8	2099
MIR6774	0
ENSG00000285163	0
LINC02132	0
ENSG00000285040	0
ENSG00000269667	0
ENSG00000285012	0
ENSG00000279604	0
ENSG00000261177	0
ENSG00000268078	2
ENSG00000268505	0
LINC01082	0
LINC01081	12
LINC02135	0
LINC00917	0
ENSG00000269826	0
ENSG00000268473	0
FENDRR	636
FOXF1	1598
ENSG00000270020	9
RPL7AP63	0
MTHFSD	819
FLJ30679	2
FOXC2-AS1	0
FOXC2	16
FOXL1	54
ENSG00000279142	0
ENSG00000260387	0
ENSG00000261161	0
ENSG00000274478	0
LINC02188	24
LINC02189	0
ENSG00000287010	0
ENSG00000287161	0
ENSG00000260795	0
ENSG00000289423	0
LINC02181	0
ENSG00000289336	0
ENSG00000261363	0
C16orf95	31
ENSG00000285527	0
ENSG00000261095	1
ENSG00000261651	0
ENSG00000261697	0
ENSG00000243705	0
ENSG00000280419	0
ENSG00000131152	0
C16orf95-DT	0
ENSG00000270082	0
FBXO31	1157
ENSG00000269901	0
MAP1LC3B	6856
ENSG00000261592	4
ZCCHC14	3576
ENSG00000276393	0
ENSG00000276337	0
ZCCHC14-DT	10
ENSG00000260750	0
ENSG00000269935	0
JPH3	617
ENSG00000277504	0
ENSG00000226180	22
KLHDC4	956
ENSG00000260671	4
ENSG00000260498	2
ENSG00000260177	0
SLC7A5	8137
MIR6775	0
ENSG00000260466	2
CA5A	4
ENSG00000270385	0
ENSG00000260443	0
BANP	779
ENSG00000261193	0
ENSG00000260166	0
ENSG00000205037	0
ENSG00000289563	0
ENSG00000260162	0
ENSG00000261327	0
LINC02182	0
ENSG00000261816	0
ENSG00000261273	5
ZNF469	2136
ZFPM1	587
MIR5189	0
ZFPM1-AS1	14
ENSG00000289151	6
ZC3H18	3647
IL17C	2
CYBA	4411
MVD	1842
SNAI3-AS1	264
SNAI3	128
RNF166	745
ENSG00000259813	0
CTU2	288
ENSG00000278341	17
PIEZO1	5401
MIR4722	0
ENSG00000260121	27
ENSG00000224888	14
ENSG00000260617	0
ENSG00000182376	0
CDT1	837
APRT	1178
GALNS	1707
TRAPPC2L	1746
PABPN1L	2
CBFA2T3	377
ENSG00000259881	4
ENSG00000261226	2
ENSG00000205018	0
ENSG00000259989	1
ENSG00000256982	0
ACSF3	910
ENSG00000261546	2
LINC00304	2
LINC02138	0
CDH15	13
SLC22A31	39
ZNF778-DT	180
ZNF778	541
ENSG00000260659	0
ANKRD11	10244
ENSG00000268218	35
ENSG00000260279	72
ENSG00000288715	0
ENSG00000261253	4
ENSG00000261692	2
ENSG00000287351	0
RNU6-430P	0
ENSG00000270832	0
SPG7	4343
ENSG00000261118	16
RPL13	52492
SNORD68	0
CPNE7	61
DPEP1	949
CHMP1A	3288
SPATA33	258
ENSG00000275734	79
CDK10	1481
LINC02166	8
SPATA2L	190
VPS9D1	410
VPS9D1-AS1	50
ZNF276	294
FANCA	691
SPIRE2	325
TCF25	5617
ENSG00000267048	6
MC1R	187
ENSG00000198211	0
ENSG00000259006	0
TUBB3	26
DEF8	1766
CENPBD1P	692
AFG3L1P	612
DBNDD1	486
GAS8	401
GAS8-AS1	10
URAHP	12
PRDM7	0
ENSG00000290739	2
TUBB8P7	0
FAM157C	46
ENSG00000260507	0
ENSG00000261172	4
RNU6-355P	0
LINC02193	15
CICP25	0
LINC02887	40
ENSG00000280136	2
SCGB1C2	0
DOC2B	712
LINC02091	2
RPH3AL	240
ENSG00000262920	4
RPH3AL-AS1	8
RPH3AL-AS2	24
ENSG00000262558	1
ENSG00000241525	2
C17orf97	77
RFLNB	8641
ENSG00000263015	2
VPS53	3778
ENSG00000263300	1
ENSG00000262905	0
ENSG00000262708	8
RPS4XP17	0
TLCD3A	2222
GEMIN4	1681
DBIL5P	38
GLOD4	3498
ENSG00000262228	8
MRM3	416
ENSG00000262434	20
ENSG00000277491	0
NXN	4855
ENSG00000262133	7
ENSG00000262003	24
ENSG00000263017	0
TIMM22	1437
ABR	8839
MIR3183	0
ENSG00000275997	0
ABR-AS1	2
ENSG00000262213	2
BHLHA9	0
TRARG1	2
YWHAE	27322
ENSG00000280408	4
CRK	4935
ENSG00000262777	1
MYO1C	8553
INPP5K	754
PITPNA-AS1	22
PITPNA	5465
SLC43A2	2746
RN7SL105P	0
SCARF1	692
RILP	206
PRPF8	27339
ENSG00000277597	2
TLCD2	1099
MIR22HG	932
MIR22	0
WDR81	2128
ENSG00000262791	0
SERPINF2	2020
SERPINF1	21723
SMYD4	1231
RPA1	5706
ENSG00000108958	24
RTN4RL1	68
ENSG00000262445	7
ENSG00000228133	0
ENSG00000262869	0
DPH1	525
ENSG00000287553	0
OVCA2	0
ENSG00000262533	0
DPH1-AS1	7
MIR132	0
MIR212	0
HIC1	375
SMG6	2161
ENSG00000280333	0
ENSG00000262810	0
ENSG00000279040	0
ENSG00000279562	0
ENSG00000279340	0
MCUR1P1	6
RN7SL624P	0
ENSG00000236838	0
ENSG00000236457	0
ENSG00000225084	0
SMG6-IT1	0
ENSG00000280242	0
SRR	376
HNRNPA1P16	34
TSR1	2445
SNORD91B	2
SNORD91A	3
ENSG00000289388	6
SGSM2	2495
ENSG00000274758	0
SGSM2-AS1	49
MNT	1328
ENSG00000262456	0
METTL16	2497
ENSG00000279872	0
ENSG00000280280	0
RN7SL33P	0
EIF4A1P9	0
PAFAH1B1	11638
SAMD11P1	0
ENSG00000279432	24
RN7SL608P	3
ENSG00000272770	0
ENSG00000272911	0
CLUH	2734
MIR6776	0
ENSG00000262050	34
CCDC92B	60
MIR1253	0
hsa-mir-1253	0
RAP1GAP2	1184
ENSG00000262884	2
OR1D5	0
OR1D2	0
OR1E3	0
OR1G1	0
ENSG00000261848	0
OR1P1	0
OR1A2	0
OR1A1	0
ENSG00000290747	0
OR1D4	0
OR1D3P	0
OR3A2	0
OR3A1	0
ENSG00000290820	0
OR3A4P	0
ENSG00000285760	0
OR1AC1P	0
OR1R1P	0
OR1E1	0
OR3A3	0
OR1E2	0
ENSG00000280268	0
SPATA22	0
ASPA	95
TRPV3	312
TRPV1	281
ENSG00000263338	2
ENSG00000262304	0
ENSG00000261916	4
SHPK	198
ENSG00000262248	2
CTNS	1735
CTNS-AS1	21
TAX1BP3	10
P2RX5-TAX1BP3	28
RPL21P125	7
EMC6	32
P2RX5	2
ITGAE	373
ENSG00000262692	2
HASPIN	247
ENSG00000262358	0
NCBP3	3784
CAMKK1	384
P2RX1	609
ATP2A3	1148
LINC01975	0
ZZEF1	5021
RNA5SP434	0
CYB5D2	527
ANKFY1	5386
ENSG00000263165	0
RYKP1	12
ENSG00000274363	0
UBE2G1	4994
MFSD1P1	10
RN7SL774P	0
SPNS3	44
ENSG00000262823	8
SPNS2-AS1	2
SPNS2	1738
MYBBP1A	1970
GGT6	0
ENSG00000262921	4
TXNP4	38
SMTNL2	2258
LINC01996	110
RNU6-955P	0
