# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "16" "-p" "-t" "exon" "-g" "gene_name" "-a" "/home/alexto22/00_reference/GRCh38.p14_DNA_primary_assembly_index/gencode.v44.primary_assembly.annotation.gtf" "-o" "./featurecounts/b2s_sorted_featurecounts.txt" "./bam_sorted/b2s_sorted.bam" 
Geneid	./bam_sorted/b2s_sorted.bam
ENSG00000223669	2
LINC00659	4
MRGBP	1011
OGFR-AS1	37
OGFR	2716
COL9A3	1373
TCFL5	446
DPH3P1	0
ARF4P2	0
DIDO1	2246
ENSG00000273759	6
GID8	2846
SLC17A9	491
BHLHE23	0
LINC01749	0
LINC00029	0
LINC01056	0
HAR1B	0
ENSG00000274915	0
HAR1A	0
ENSG00000287324	0
ENSG00000260416	0
ENSG00000286628	0
ENSG00000231977	0
MIR124-3	0
YTHDF1	3864
ENSG00000273821	1
BIRC7	22
MIR3196	1
NKAIN4	79
FLJ16779	13
ARFGAP1	11000
MIR4326	9
COL20A1	29
RNU6-994P	0
CHRNA4	8
ENSG00000203900	0
KCNQ2	24
ENSG00000280936	0
KCNQ2-AS1	0
EEF1A2	1486
ENSG00000230226	0
PPDPF	3908
PTK6	16
SRMS	2
ENSG00000275812	0
FNDC11	22
HELZ2	2209
GMEB2	912
MHENCR	30
STMN3	122
RTEL1	10
RTEL1-TNFRSF6B	29
TNFRSF6B	0
ARFRP1	221
ZGPAT	52
ENSG00000273154	0
ENSG00000274501	0
LIME1	31
ENSG00000273047	0
SLC2A4RG	1387
ZBTB46	500
ZBTB46-AS2	0
ZBTB46-AS1	0
C20orf181	0
ENSG00000268858	62
ABHD16B	0
TPD52L2	1934
ENSG00000290226	0
DNAJC5	3908
RNU1-134P	0
MIR941-1	0
MIR941-2	0
MIR941-3	0
MIR941-4	0
MIR941-5	0
UCKL1	318
MIR1914	0
MIR647	11
UCKL1-AS1	8
ZNF512B	361
SAMD10	40
PRPF6	3968
C20orf204	131
SOX18	14
TCEA2	562
ENSG00000237371	0
RGS19	322
MIR6813	0
OPRL1	23
LKAAEAR1	0
ENSG00000286999	2
MYT1	24
NPBWR2	2
PCMTD2	642
ENSG00000278171	0
CICP4	0
ENSG00000149656	0
ENSG00000274727	0
ENSG00000279493	0
ENSG00000277117	127
ENSG00000279687	0
ENSG00000289905	0
ENSG00000280071	38
ENSG00000275464	72
ENSG00000280433	74
ENSG00000279669	0
LINC01670	0
ENSG00000274333	4
ENSG00000279186	0
ENSG00000279784	0
ENSG00000279064	0
ENSG00000274559	128
ENSG00000280013	0
ENSG00000280191	0
ENSG00000280179	0
ENSG00000275993	1304
ENSG00000288187	0
ENSG00000275496	0
ENSG00000280019	0
ENSG00000279709	0
ENSG00000278903	8
ENSG00000274276	4
ENSG00000275895	18
ENSG00000276076	0
ENSG00000280145	1
ENSG00000278878	0
ENSG00000279788	0
ENSG00000279728	0
ENSG00000280164	0
ENSG00000279998	10
hsa-mir-8069-1	0
ENSG00000280172	0
ENSG00000279751	0
ENSG00000280018	5
ENSG00000279477	0
ENSG00000278884	0
ENSG00000277067	23
CTBP2P10	0
ENSG00000279303	0
ENSG00000279647	0
ENSG00000279895	0
ENSG00000276077	24
CTBP2P9	0
ENSG00000277991	0
ENSG00000273590	0
ENSG00000277277	0
ENSG00000278961	0
ENSG00000276289	2
ENSG00000279967	0
ENSG00000278996	8
MIR6724-1	0
ENSG00000275664	0
MIR3648-1	0
ENSG00000277437	0
ENSG00000280800	7
RNA5-8SN2	0
ENSG00000286155	0
ENSG00000286252	0
ENSG00000286057	0
ENSG00000286012	0
MIR6724-2	0
ENSG00000277671	0
ENSG00000281383	30
ENSG00000280441	8
MIR6724-3	0
ENSG00000274868	0
ENSG00000280614	2
RNA5-8SN3	0
ENSG00000286267	0
ENSG00000286146	0
ENSG00000286054	0
ENSG00000286178	0
MIR6724-4	0
ENSG00000278775	0
ENSG00000281181	0
RNA5-8SN1	0
ENSG00000286149	0
ENSG00000286032	0
ENSG00000286091	0
ENSG00000286148	0
RPSAP68	0
ENSG00000279615	0
ENSG00000279167	0
LINC01666	0
ENSG00000286033	0
SNX18P10	0
MTCO1P1	0
ENSG00000278931	0
MIR3648-2	0
ENSG00000264063	0
ENSG00000279501	0
CDRT15P9	0
ENSG00000280436	0
TEKT4P2	0
SOWAHCP2	0
ENSG00000279381	0
ENSG00000278932	0
SNX18P12	0
ENSG00000279208	0
NCOR1P4	0
ENSG00000279211	0
ENSG00000286103	0
LINC01667	0
ENSG00000279783	0
RN7SL52P	0
ENSG00000279321	0
ENSG00000270533	8
ENSG00000280372	0
ENSG00000279851	0
CDRT15P8	0
ENSG00000277693	0
EIF3FP1	0
VN1R7P	0
ENSG00000278106	0
ENSG00000290523	0
BAGE2	0
ENSG00000273840	0
TPTE	0
CYCSP41	0
SLC25A15P4	0
ENSG00000276556	0
IGHV1OR21-1	0
ENSG00000229306	0
ENSG00000290568	0
ANKRD30BP2	0
RNU6-614P	0
ZNF355P	4
BNIP3P43	0
ENSG00000280108	0
FGF7P2	0
ANKRD30BP1	0
MIR3156-3	0
GTF2IP2	0
VN1R8P	0
LINC01674	0
SNX19P1	0
OR4K11P	0
OR4K12P	0
POTED	0
RNU6-286P	0
MIR3118-1	0
ENSG00000278381	0
GRAMD4P1	0
CXADRP1	0
ENSG00000279773	0
LONRF2P5	0
MIR8069	0
FEM1AP1	0
ENSG00000224922	0
TERF1P1	0
FAM207CP	0
GXYLT1P2	0
CNN2P7	0
ZNF114P1	0
CYP4F29P	0
SNX18P13	0
ENSG00000290581	0
ANKRD20A11P	0
RHOT1P2	0
RNU6-954P	0
NF1P3	0
PPP6R2P1	0
FRG2MP	0
ENSG00000224905	11
ANKRD20A18P	2
RNA5SP488	0
ENSG00000277572	0
LIPI	0
ERLEC1P1	0
RBM11	42
ABCC13	0
HSPA13	6048
SAMSN1	1582
SAMSN1-AS1	0
ENSG00000232884	132
POLR2CP1	0
GAPDHP16	0
ENSG00000235609	119
ENSG00000291290	0
ENSG00000291291	0
LINC02246	10
RBMX2P1	0
ENSG00000235277	0
NRIP1	1459
ENSG00000229047	0
ENSG00000231201	0
ENSG00000279390	12
LINC02920	2
ENSG00000288536	0
ENSG00000288555	0
ENSG00000288578	0
ENSG00000280082	0
ENSG00000229425	7
CYCSP42	0
ENSG00000224247	0
RNU6-1326P	0
RAD23BP3	0
USP25	2335
RBPMSLP	2
MIR99AHG	11
RNU6-426P	0
VDAC2P1	0
RPS26P5	0
SNORD74B	0
ENSG00000270071	0
ENSG00000270139	0
ENSG00000287066	2
ENSG00000280432	0
MIR99A	0
MIRLET7C	0
ENSG00000269950	0
MIR125B2	0
RNU1-98P	0
ENSG00000237735	0
ENSG00000232886	0
NEK4P1	0
ENSG00000278181	0
RNU6-113P	0
LINC01549	2
RPL39P40	0
RN7SL163P	0
CXADR	2696
BTF3L4P1	36
BTG3	7494
BTG3-AS1	27
ENSG00000226956	0
ENSG00000279648	0
C21orf91-OT1	0
C21orf91	503
ENSG00000244676	2
CHODL-AS1	0
RPL37P3	0
CHODL	6
ENSG00000227330	0
TMPRSS15	0
ENSG00000228708	0
MIR548XHG	0
ENSG00000230233	0
MIR548X	0
PPIAP22	857
ENSG00000279156	0
ENSG00000232193	0
ENSG00000226204	0
ENSG00000235965	0
ENSG00000229289	0
SLC6A6P1	0
ENSG00000231620	0
RNU1-139P	0
RPL37P4	0
NIPA2P3	0
SREK1IP1P1	0
C1QBPP1	0
LINC01683	0
LINC02573	0
RNU6-772P	0
RN7SKP147	0
FDPSP6	0
KRT18P2	0
RPS3AP1	0
ENSG00000276738	0
LINC00320	0
PPIAP1	0
NCAM2	16
ENSG00000226771	0
ENSG00000234730	0
ENSG00000237527	0
LINC00317	0
LINC01425	0
ENSG00000227075	0
LINC01687	0
LINC00308	0
ENSG00000234340	0
ENSG00000231136	0
RNU4-45P	1
ENSG00000226043	0
MAPK6P2	0
ENSG00000234034	0
ENSG00000225906	0
ENSG00000230972	0
MIR6130	0
ZNF299P	0
MSANTD2P1	0
ENSG00000286222	0
RNU2-55P	0
D21S2088E	50
EEF1A1P1	0
TUBAP1	0
ENSG00000227716	0
ENSG00000288094	0
ENSG00000287612	0
ENSG00000231986	0
ENSG00000235564	0
ENSG00000287801	0
ENSG00000226996	0
ENSG00000224018	0
LINC01689	1
LINC01684	5
LINC01692	0
ENSG00000227090	0
ENSG00000230379	0
ENSG00000237444	0
ENSG00000244278	0
ENSG00000232512	0
RN7SKP236	0
ENSG00000223870	0
ENSG00000222042	0
RNA5SP489	0
RPL13AP7	262
ENSG00000279534	0
LINC00158	4
ENSG00000229962	6
MIR155HG	13
MIR155	0
ENSG00000260583	0
MRPL39	541
JAM2	165
RNGTTP1	0
ENSG00000287109	2
FDX1P2	0
ATP5PF	1345
GABPA	1959
LLPHP2	0
APP	45494
ENSG00000233783	4
RNU6-123P	0
ENSG00000224541	0
APP-DT	2
RNU6-926P	0
ENSG00000289899	0
ENSG00000286902	0
ENSG00000229025	0
ENSG00000232692	0
CYYR1-AS1	0
ENSG00000273115	0
CYYR1	197
ADAMTS1	16366
ENSG00000223563	0
ADAMTS5	40
MIR4759	0
GPX1P2	2
ENSG00000231236	0
ENSG00000236332	4
EIF4A1P1	0
RPL10P1	34
NCSTNP1	0
LINC01673	0
LINC00113	6
ENSG00000234083	3
LINC00314	0
LINC01697	38
LINC01695	15
ENSG00000232855	18
LINC00161	0
N6AMT1	168
HSPD1P7	26
THUMPD1P1	4
LTN1	7716
RPL23P2	2
RWDD2B	124
ENSG00000273254	5
USP16	1731
CCT8	11873
ENSG00000231125	19
ENSG00000286018	62
MAP3K7CL	39
RPL12P9	0
ENSG00000224649	2
LINC00189	5
BACH1	9156
GAPDHP14	0
BACH1-IT1	16
ENSG00000273017	3
BACH1-AS1	6
BACH1-IT2	0
BACH1-IT3	0
GRIK1	7
ENSG00000273464	0
GRIK1-AS1	4
ENSG00000259981	0
CLDN17	0
LINC00307	0
CLDN8	0
RPL8P2	0
KRTAP24-1	0
KRTAP25-1	0
KRTAP26-1	0
KRTAP27-1	0
KRTAP23-1	0
KRTAP13-6P	1
KRTAP13-2	0
MIR4327	0
KRTAP13-1	0
KRTAP13-3	0
KRTAP13-4	0
KRTAP13-5P	0
KRTAP15-1	0
KRTAP19-1	0
KRTAP19-2	0
KRTAP19-3	0
KRTAP19-4	0
KRTAP19-5	0
KRTAP19-9P	0
KRTAP19-10P	0
ENSG00000218125	0
KRTAP19-11P	0
KRTAP19-6	0
KRTAP19-7	0
KRTAP22-2	0
KRTAP6-3	0
KRTAP6-2	0
KRTAP22-1	0
KRTAP6-1	0
KRTAP20-1	0
KRTAP20-4	0
KRTAP20-2	0
KRTAP20-3	0
KRTAP21-3	0
KRTAP21-4P	0
KRTAP21-2	12
KRTAP21-1	0
ENSG00000238257	0
KRTAP8-2P	0
KRTAP8-3P	0
KRTAP8-1	0
KRTAP7-1	0
KRTAP11-1	0
KRTAP19-8	0
UBE3AP2	4
TIAM1	611
ENSG00000286643	0
ENSG00000237325	0
TIAM1-AS1	0
FBXW11P1	0
SOD1-DT	0
SOD1	2664
ENSG00000238390	2
ENSG00000273271	32
SCAF4	3048
HMGN1P2	0
ENSG00000273091	4
TPT1P1	0
HUNK	1050
HUNK-AS1	0
LINC00159	2
ENSG00000261610	0
MIS18A	210
MIS18A-AS1	0
MRAP	0
MRAP-AS1	0
URB1	1955
SNORA80A	0
URB1-AS1	20
CFAP298-TCP10L	4
EVA1C	0
EXOSC3P1	2
TCP10L	4
ENSG00000252045	0
RNA5SP490	0
CFAP298	114
OR7E23P	0
ENSG00000238220	0
SYNJ1	1982
PAXBP1-AS1	97
PAXBP1	2737
C21orf62-AS1	3
ENSG00000279690	0
C21orf62	0
ENSG00000224427	0
ENSG00000232360	0
ENSG00000227757	3
LINC01690	0
OLIG2	76
LINC00945	4
OLIG1	135
ENSG00000226527	0
ENSG00000226433	0
LINC01548	0
IFNAR2	233
IFNAR2-IL10RB	0
IL10RB-DT	8
IL10RB	69
ENSG00000289238	2
IFNAR1	2797
USF1P1	0
ENSG00000289939	4
IFNGR2	2225
TMEM50B	757
RPS5P3	0
ENSG00000231355	2
DNAJC28	6
GART	2300
BTF3P6	0
SON	18112
MIR6501	0
DONSON	1163
ENSG00000249209	0
CRYZL1	968
ITSN1	1926
ATP5PO	557
LINC00649	197
RN7SL740P	0
ENSG00000273102	0
MRPS6	1750
SLC5A3	7124
ENSG00000272657	1
RPS5P2	6
LINC00310	2
ENSG00000214955	2
ENSG00000225555	0
KCNE2	4
SMIM11	8
C21orf140	0
ENSG00000273104	0
SMIM34	0
ENSG00000272958	0
KCNE1	27
ENSG00000221398	0
ENSG00000288711	0
RCAN1	2468
CLIC6	56
LINC00160	0
LINC01426	2
RUNX1	3249
ENSG00000286153	18
ENSG00000234703	0
RPL34P3	0
EZH2P1	2
ENSG00000230794	0
MIR802	0
RPS20P1	0
PPP1R2P2	0
LINC01436	0
RPL23AP3	82
SETD4	173
RIMKLBP1	12
SETD4-AS1	0
RNU6-992P	0
CBR1-AS1	0
CBR1	310
ENSG00000289001	4
ENSG00000236119	0
ENSG00000233393	8
MEMO1P1	20
CBR3-AS1	17
RPS9P1	0
CBR3	2
DOP1B	639
RPL3P1	2
SRSF9P1	0
ENSG00000273199	2
MORC3	4243
ENSG00000228107	29
CHAF1B	110
ATP5MFP1	0
ENSG00000289221	3
LNCTSI	12
CLDN14-AS1	33
CLDN14	10
ENSG00000279365	0
PSMD4P1	0
ENSG00000286517	0
ENSG00000286852	0
ENSG00000231324	0
ENSG00000224269	0
SIM2	0
HLCS	306
HLCS-IT1	0
RNA5SP491	0
DPRXP5	0
HLCS-AS1	8
MRPL20P1	0
RIPPLY3	2
RNU6-696P	0
PIGP	126
TTC3	26751
ENSG00000270116	17
TTC3-AS1	4
DSCR9	2
RN7SL678P	0
ENSG00000242553	8
VPS26C	2723
ENSG00000272948	0
ENSG00000287637	2
ENSG00000273210	0
DYRK1A	5299
ENSG00000286717	0
KCNJ6	4
KCNJ6-AS1	0
ENSG00000289538	0
DSCR4	0
DSCR4-IT1	0
DSCR8	0
KCNJ15	92
ENSG00000270835	0
DSCR10	0
ENSG00000289927	0
ENSG00000226012	0
SPATA20P1	0
LINC01423	0
ERG	52
ENSG00000289404	0
SNRPGP13	0
ENSG00000287470	0
LINC00114	0
ETS2	17180
ENSG00000205622	25
ENSG00000229986	0
ENSG00000287082	6
ENSG00000229925	0
RPSAP64	0
ENSG00000289445	6
LINC01700	3
LINC02940	111
ENSG00000288266	0
LINC02943	6
RPL23AP12	4
PCBP2P1	0
ENSG00000276873	0
PSMG1	441
BRWD1	4332
ENSG00000272991	0
TIMM9P2	0
BRWD1-IT1	0
METTL21AP1	0
BRWD1-AS2	8
BRWD1-AS1	6
HMGN1	11391
RNF6P1	2
GET1	287
GET1-SH3BGR	0
LCA5L	19
SH3BGR	4
MIR6508	0
MYL6P2	2
RPS26P4	0
JCADP1	0
B3GALT5	13
B3GALT5-AS1	4
ENSG00000225330	0
ENSG00000231713	0
IGSF5	0
PCP4	0
DSCAM	2
MIR4760	0
DSCAM-AS1	0
ENSG00000207147	0
DSCAM-IT1	0
ENSG00000288069	0
YRDCP3	0
ENSG00000286425	0
LINC00323	2
MIR3197	0
BACE2	775
PLAC4	6
BACE2-IT1	0
FAM3B	12
MX2	396
MX1	1244
ENSG00000228318	2
TMPRSS2	71
ENSG00000207503	0
ENSG00000232806	0
ENSG00000223400	0
PCSEAT	0
LINC00111	0
LINC00479	0
LINC00112	1
RIPK4	436
ENSG00000236883	0
MIR6814	0
ENSG00000289513	2
PRDM15	649
ENSG00000236545	0
ENSG00000227698	0
ENSG00000251778	0
C2CD2	240
ZBTB21	1838
ZNF295-AS1	5
ENSG00000289322	0
UMODL1	0
UMODL1-AS1	0
ABCG1	1344
RNA5SP492	0
TFF3	0
TFF2	2
TFF1	6
TMPRSS3	67
UBASH3A	0
RNU6-1149P	0
RSPH1	4
SLC37A1	297
RSPH1-DT	0
ENSG00000231867	0
ENSG00000235772	0
LINC01671	6
ENSG00000235023	2
PDE9A	585
PDE9A-AS1	0
LINC01668	4
ENSG00000233754	0
ENSG00000225218	3
WDR4	91
NDUFV3	913
ERVH48-1	885
MIR5692B	0
ENSG00000224100	0
PKNOX1	1467
CBS	2
U2AF1	732
ENSG00000286549	0
MRPL51P2	0
FRGCA	0
ENSG00000228120	0
CRYAA	0
LINC00322	0
LINC01679	0
ENSG00000225637	0
SIK1	1260
LINC00319	0
LINC00313	0
ENSG00000223975	0
HSF2BP	16
RPL31P1	0
H2BC12L	128
MIR6070	0
RRP1B	2245
PDXK	5448
ENSG00000281420	16
ENSG00000287507	4
CSTB	3863
TMEM97P1	0
RRP1	528
AATBC	34
MYL6P1	29
AGPAT3	1214
ENSG00000289546	0
RNU6-859P	0
ENSG00000288593	0
RNU6-1150P	0
TRAPPC10	1803
H2AZP1	1
PWP2	96
GATD3	81
LINC01678	4
ENSG00000285413	2
ENSG00000237604	0
ENSG00000232124	12
ICOSLG	64
ENSG00000278158	0
ENSG00000275799	0
DNMT3L	3
DNMT3L-AS1	0
AIRE	10
PFKL	2803
ENSG00000241728	0
CFAP410	94
ENSG00000184441	20
ENSG00000232969	0
ENSG00000260256	0
TRPM2	544
TRPM2-AS	4
ENSG00000266692	0
ENSG00000264452	0
LRRC3-DT	12
LRRC3	502
MTCYBP21	14
MTND6P21	2
MTND5P1	8
HEPFAL	15
ENSG00000289857	0
LINC02575	18
TSPEAR	6
TSPEAR-AS1	6
TSPEAR-AS2	6
ENSG00000287088	0
KRTAP10-1	0
KRTAP10-2	0
KRTAP10-3	0
KRTAP10-4	0
KRTAP10-5	0
KRTAP10-6	0
KRTAP10-7	0
KRTAP10-8	0
KRTAP10-9	0
KRTAP10-10	0
KRTAP10-11	0
KRTAP12-4	0
KRTAP12-3	0
KRTAP12-2	0
IMMTP1	4
KRTAP12-1	0
KRTAP12-5P	0
KRTAP10-12	0
KRTAP10-13P	0
ENSG00000289144	0
UBE2G2	1861
LINC01424	2
SUMO3	2488
PTTG1IP	15533
ENSG00000289009	144
ITGB2	7907
ITGB2-AS1	32
ENSG00000273027	0
LINC01547	16
ENSG00000272825	2
SLX9	278
ENSG00000276529	16
LINC00163	2
LINC00165	0
PICSAR	0
SSR4P1	0
ADARB1	865
ENSG00000267857	0
LINC00334	34
POFUT2	3924
LINC00205	123
ENSG00000286262	0
LINC00315	0
ENSG00000288842	0
ENSG00000229382	0
LINC00316	0
ENSG00000289448	0
MTCO1P3	0
ENSG00000228355	0
ENSG00000273796	16
COL18A1	7679
COL18A1-AS2	2
COL18A1-AS1	0
MIR6815	0
SLC19A1	305
ENSG00000288885	14
LINC01694	0
ENSG00000286082	0
ENSG00000286594	0
PCBP3	80
ENSG00000275139	0
PCBP3-AS1	0
ENSG00000286886	2
ENSG00000276633	0
ENSG00000280604	14
ENSG00000274248	0
ENSG00000289224	46
COL6A1	53916
ENSG00000224413	0
ENSG00000228235	0
ENSG00000226115	0
PSMA6P3	0
COL6A2-DT	17
COL6A2	49311
FTCD	20
FTCD-AS1	0
SPATC1L	99
ENSG00000228404	0
LSS	1133
ENSG00000223901	3
MCM3AP-AS1	62
MCM3AP	2318
ENSG00000228137	2
ENSG00000239415	4
YBEY	181
C21orf58	28
PCNT	472
ENSG00000286224	0
RPL18AP2	2
ENSG00000289421	1
DIP2A	2107
DIP2A-IT1	6
RNU6-396P	0
S100B	103
PRMT2	1579
DSTNP1	8
ENSG00000289511	14
RPL23AP4	0
FRG1FP	0
ENSG00000279973	0
ACTR3BP7	0
ENSG00000288262	0
ENSG00000290397	0
ENSG00000286406	0
FRG1GP	4
ENSG00000280341	0
ENSG00000236235	0
ENSG00000279442	0
ZNF72BP	0
BNIP3P2	0
YME1L1P1	0
OR11H1	0
ENSG00000237299	0
ARHGAP42P3	0
ENSG00000233408	0
ENSG00000215268	18
ENSG00000213727	2
ENSG00000230643	0
ENSG00000230471	0
NEK2P2	0
ENSG00000226474	0
NF1P6	0
MED15P7	0
POTEH	0
POTEH-AS1	0
RNU6-816P	0
ENSG00000241838	0
PSLNR	0
GRAMD4P2	0
DUXAP8	2
ENSG00000271127	0
ENSG00000290415	0
BMS1P22	0
ENSG00000272872	0
NBEAP3	0
TOMM40P2	4
ENSG00000229286	0
ENSG00000233866	0
ABCD1P4	0
ENSG00000226160	0
PABPC1P9	0
SLC9B1P4	0
ACTR3BP6	0
CHEK2P4	0
ENSG00000273362	0
ENSG00000233995	0
KCNMB3P1	4
ENSG00000290416	0
CCT8L2	0
ENSG00000287285	0
FABP5P11	26
TPTEP1	14
ENSG00000283633	8
ENSG00000267338	0
SLC25A15P5	0
PARP4P3	0
ANKRD62P1-PARP4P3	0
ANKRD62P1	0
ENSG00000273244	0
VWFP1	0
ENSG00000288024	0
LINC01665	0
XKR3	0
HSFY1P1	0
GPM6BP3	0
ENSG00000283535	0
ENSG00000237835	0
ZNF402P	0
ENSG00000237689	0
MTND1P17	0
ENSG00000237358	0
ENSG00000225480	0
IGKV1OR22-5	0
IGKV2OR22-4	0
IGKV2OR22-3	0
IGKV3OR22-2	0
IGKV1OR22-1	0
ENSG00000285045	0
GAB4	0
ENSG00000270226	0
VN1R9P	0
ENSG00000290931	0
CECR7	0
ENSG00000273203	0
ENSG00000273442	0
IL17RA	1273
RPL31P62	2
TMEM121B	104
LINC01664	6
HDHD5	262
HDHD5-AS1	0
ADA2	879
RPL32P5	0
FAM32BP	0
CECR3	0
CECR9	0
RN7SL843P	0
CECR2	1407
ENSG00000229492	0
CLCP1	0
DNAJA1P6	0
ENSG00000286195	4
SLC25A18	112
ENSG00000236754	0
ATP6V1E1	6229
BCL2L13	2719
BID	798
MIR3198-1	0
LINC00528	26
MICAL3	899
ENSG00000093100	6
ENSG00000286990	4
MIR648	0
ENSG00000235445	0
ENSG00000234913	0
RHEBP3	0
LINC01634	0
ENSG00000225335	5
PEX26	801
ENSG00000288683	0
ENSG00000236890	0
ENSG00000235617	0
ARL2BPP10	0
TUBA8	8
ENSG00000280007	16
USP18	46
FAM230D	0
GGTLC5P	2
ENSG00000288811	0
FAM230J	0
ENSG00000276874	0
PPP1R26P3	0
FAM230A	0
ENSG00000277017	0
FAM247B	1
GGTLC3	1
ENSG00000277690	2
TMEM191B	8
PI4KAP1	490
ENSG00000274625	0
RN7SKP131	0
RIMBP3	0
SUSD2P2	0
FAM246B	0
CA15P2	0
PPP1R26P2	0
PPP1R26P4	0
FAM230E	0
ENSG00000290711	0
GGT3P	0
ENSG00000239989	0
E2F6P1	0
POM121L15P	0
BCRP7	0
FAM230F	0
ENSG00000279987	0
DGCR6	20
ENSG00000283809	0
PRODH	4
ENSG00000284294	2
ENSG00000280418	0
DGCR5	12
ENSG00000283583	0
CELSR1P1	0
ENSG00000271275	0
ENSG00000283366	0
ENSG00000270393	0
FAM246C	0
CA15P1	0
DGCR2	1586
DGCR11	28
ENSG00000237347	0
ENSG00000281530	0
ENSG00000223461	12
ENSG00000272682	0
TSSK1A	0
ESS2	636
TSSK2	0
GSC2	0
ENSG00000289481	0
LINC01311	14
SLC25A1	3160
CLTCL1	192
ENSG00000286367	0
ENSG00000230194	0
ENSG00000251940	3
KRT18P62	0
ENSG00000287146	0
HIRA	150
C22orf39	335
RN7SL168P	2
MRPL40	222
UFD1-AS1	16
UFD1	1812
ENSG00000273300	0
ENSG00000273212	3
CDC45	22
ENSG00000287652	0
CLDN5	6
LINC00895	0
ENSG00000230485	0
ENSG00000225007	0
SEPTIN5	0
ENSG00000284874	1
GP1BB	0
TBX1	4
GNB1L	49
RPL7AP70	536
RTL10	707
ENSG00000289960	0
TXNRD2	91
ENSG00000232926	8
ENSG00000289946	0
COMT	786
MIR4761	0
ARVCF	140
TANGO2	243
MIR185	0
ENSG00000236540	41
ENSG00000268292	0
DGCR8	762
MIR3618	0
MIR1306	0
ENSG00000243762	0
TRMT2A	972
MIR6816	0
RANBP1	1612
SNORA77B	0
ZDHHC8	457
CCDC188	8
LINC02891	0
LINC00896	7
RTN4R	44
MIR1286	0
PRODHLP	4
DGCR6L	149
ENSG00000273343	12
ENSG00000273139	2
FAM230G	0
ENSG00000235578	0
ENSG00000287446	0
ENSG00000290950	0
USP41	0
ZNF74	330
RNU6-225P	0
SCARF2	2079
ENSG00000277971	0
KLHL22	239
ENSG00000215493	29
RNY1P9	0
RN7SL812P	4
KRT18P5	4
MED15	4574
ENSG00000236003	0
CCDC74BP1	1
SMPD4P1	0
ENSG00000290981	0
IGLL4P	0
SLC9A3P2	0
ABHD17AP4	0
POM121L4P	5
ENSG00000290982	0
BCRP5	0
TMEM191A	14
PI4KA	3341
SERPIND1	14
SNAP29	1755
ENSG00000272600	0
CRKL	6531
LINC01637	0
AIFM3	4
ENSG00000285314	0
ENSG00000272829	2
LZTR1	100
THAP7	400
THAP7-AS1	4
ENSG00000284060	0
TUBA3FP	1
ENSG00000291240	0
P2RX6	56
SLC7A4	30
ENSG00000226872	0
MIR649	0
ENSG00000290799	0
P2RX6P	0
LRRC74B	4
TUBA3GP	0
ENSG00000284665	0
ENSG00000291044	4
ENSG00000197210	0
BCRP2	0
POM121L7P	0
E2F6P2	2
FAM230B	0
ENSG00000234503	0
ENSG00000290961	0
FAM247A	0
GGT2P	0
ENSG00000290983	0
ENSG00000283145	0
E2F6P3	2
POM121L8P	0
BCRP6	0
FAM230H	1
ENSG00000237407	0
PPP1R26P5	0
LINC01651	0
FAM246A	0
ENSG00000226534	0
RIMBP3B	2
RN7SKP63	0
ENSG00000252020	0
HIC2	2217
TMEM191C	0
PI4KAP2	1025
ENSG00000252143	0
RN7SKP221	0
RIMBP3C	0
UBE2L3	4881
YDJC	122
CCDC116	25
ENSG00000273342	7
SDF2L1	50
ENSG00000207751	0
MIR301B	0
MIR130B	0
ENSG00000284630	0
ENSG00000284651	0
ENSG00000284654	0
ENSG00000284621	0
ENSG00000272954	0
PPIL2	649
YPEL1	16
ENSG00000286365	0
RN7SL280P	0
ENSG00000286127	6
MAPK1	3584
RNA5SP493	0
ENSG00000289564	0
ENSG00000225544	0
PPM1F	808
PPM1F-AS1	56
TOP3B	6
PRAMENP	0
IGLVI-70	0
IGLV4-69	0
IGLVI-68	0
ENSG00000278657	0
ENSG00000249333	0
IGLV10-67	0
ENSG00000228161	0
IGLVIV-66-1	0
IGLVV-66	0
IGLVIV-65	0
IGLVIV-64	0
IGLVI-63	0
IGLV1-62	0
ENSG00000275361	0
IGLV8-61	0
ENSG00000225741	0
ABHD17AP5	8
ENSG00000236118	0
ENSG00000233720	0
IGLV4-60	0
ENSG00000227710	0
SOCS2P2	0
IGLVIV-59	0
IGLVV-58	0
BMP6P1	0
IGLV6-57	0
IGLVI-56	0
IGLV11-55	0
IGLV10-54	0
IGLVIV-53	0
TOP3BP1	11
ENSG00000234726	0
VPREB1	0
ENSG00000279278	36
ENSG00000274422	29
ENSG00000234630	8
ENSG00000286129	5
BMS1P20	15
IGLV5-52	0
IGLV1-51	0
IGLV1-50	0
ASH2LP3	0
IGLV9-49	0
ENSG00000232515	0
IGLV5-48	0
IGLV1-47	0
ASH2LP2	0
IGLV7-46	0
ENSG00000232603	0
IGLV5-45	0
IGLV1-44	0
IGLV7-43	0
IGLVI-42	0
IGLVVII-41-1	0
IGLV1-41	0
IGLV1-40	0
ASH2LP1	0
IGLVI-38	0
IGLV5-37	0
IGLV1-36	0
ENSG00000230821	0
IGLV7-35	0
ENSG00000226595	0
ZNF280B	112
ZNF280A	14
PRAME	0
LL22NC03-63E9.3	0
IGLV2-34	0
IGLV2-33	0
IGLV3-32	0
IGLV3-31	0
IGLV3-30	0
BCRP4	0
ENSG00000286941	0
ENSG00000290990	0
